booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
May012221561RT110,21561,2022-04-11,2022-05-01,2022-05-03,1.0,RT1,Others,,Checked Out,910,910
May012221561RT111,21561,2022-04-29,2022-05-01,2022-05-06,2.0,RT1,Eventica Travels,,Cancelled,910,364
May012221561RT112,21561,2022-04-27,2022-05-01,2022-05-05,3.0,RT1,Bookings_Com,5.0,Checked Out,1001,1001
May012221561RT113,21561,2022-04-26,2022-05-01,2022-05-02,2.0,RT1,DeBookkarus,,Cancelled,910,364
May012221561RT114,21561,2022-04-27,2022-05-01,2022-05-03,2.0,RT1,Bookings_Com,5.0,Checked Out,910,910
May012221561RT115,21561,2022-04-25,2022-05-01,2022-05-06,1.0,RT1,Others,4.0,Checked Out,910,910
May012221561RT116,21561,2022-04-28,2022-05-01,2022-05-02,3.0,RT1,DeBookkarus,,Checked Out,1001,1001
May012221561RT21,21561,2022-04-30,2022-05-01,2022-05-02,2.0,RT2,Others,,Cancelled,1260,504
May012221561RT22,21561,2022-04-27,2022-05-01,2022-05-02,2.0,RT2,Others,4.0,Checked Out,1260,1260
May012221561RT23,21561,2022-04-26,2022-05-01,2022-05-06,2.0,RT2,Others,2.0,Checked Out,1260,1260
May012221561RT24,21561,2022-04-26,2022-05-01,2022-05-02,4.0,RT2,Others,,Checked Out,1512,1512
May012221561RT25,21561,2022-04-28,2022-05-01,2022-05-02,4.0,RT2,Eventica Travels,,Cancelled,1512,605
May012221561RT26,21561,2022-04-27,2022-05-01,2022-05-02,1.0,RT2,DeBookkarus,,Cancelled,1260,504
May012221561RT27,21561,2022-04-29,2022-05-01,2022-05-06,2.0,RT2,Others,3.0,Checked Out,1260,1260
May012221561RT28,21561,2022-04-25,2022-05-01,2022-05-07,3.0,RT2,Direct Online,,Cancelled,1386,554
May012221561RT29,21561,2022-05-01,2022-05-01,2022-05-03,2.0,RT2,Others,4.0,Checked Out,1260,1260
May012221561RT210,21561,2022-04-27,2022-05-01,2022-05-02,2.0,RT2,Others,,Cancelled,1260,504
May012221561RT211,21561,2022-04-28,2022-05-01,2022-05-03,2.0,RT2,Eventica Travels,4.0,Checked Out,1260,1260
May012221561RT212,21561,2022-04-10,2022-05-01,2022-05-02,3.0,RT2,DeBookkarus,,Cancelled,1386,554
May012221561RT213,21561,2022-04-29,2022-05-01,2022-05-02,3.0,RT2,DeBookkarus,5.0,Checked Out,1386,1386
May012221561RT214,21561,2022-04-27,2022-05-01,2022-05-06,2.0,RT2,Others,,Cancelled,1260,504
May012221561RT215,21561,2022-04-25,2022-05-01,2022-05-07,1.0,RT2,Others,4.0,Checked Out,1260,1260
May012221561RT216,21561,2022-05-01,2022-05-01,2022-05-02,2.0,RT2,DeBookkarus,,Cancelled,1260,504
May012221561RT217,21561,2022-04-28,2022-05-01,2022-05-07,1.0,RT2,Bookings_Com,,Cancelled,1260,504
May012221561RT218,21561,2022-04-25,2022-05-01,2022-05-06,2.0,RT2,DeBookkarus,3.0,Checked Out,1260,1260
May012221561RT219,21561,2022-04-25,2022-05-01,2022-05-02,1.0,RT2,Others,2.0,Checked Out,1260,1260
May012221561RT220,21561,2022-04-25,2022-05-01,2022-05-06,2.0,RT2,Direct Online,5.0,Checked Out,1260,1260
May012221561RT221,21561,2022-04-24,2022-05-01,2022-05-02,2.0,RT2,Eventica Travels,4.0,Checked Out,1260,1260
May012221561RT222,21561,2022-04-27,2022-05-01,2022-05-05,2.0,RT2,Direct Offline,5.0,Checked Out,1260,1260
May012221561RT223,21561,2022-04-28,2022-05-01,2022-05-06,2.0,RT2,Eventica Travels,,Cancelled,1260,504
May012221561RT224,21561,2022-04-28,2022-05-01,2022-05-06,1.0,RT2,DeBookkarus,2.0,Checked Out,1260,1260
May012221561RT31,21561,2022-04-26,2022-05-01,2022-05-04,2.0,RT3,Bookings_Com,,Cancelled,1680,672
May012221561RT32,21561,2022-04-28,2022-05-01,2022-05-06,2.0,RT3,Others,1.0,Checked Out,1680,1680
May012221561RT33,21561,2022-04-28,2022-05-01,2022-05-03,4.0,RT3,Eventica Travels,5.0,Checked Out,2016,2016
May012221561RT34,21561,2022-04-25,2022-05-01,2022-05-02,2.0,RT3,DeBookkarus,4.0,Checked Out,1680,1680
May012221561RT35,21561,2022-04-28,2022-05-01,2022-05-07,1.0,RT3,Others,,Cancelled,1680,672
May012221561RT36,21561,2022-04-27,2022-05-01,2022-05-03,3.0,RT3,DeBookkarus,5.0,Checked Out,1848,1848
May012221561RT37,21561,2022-04-29,2022-05-01,2022-05-02,1.0,RT3,Others,5.0,Checked Out,1680,1680
May012221561RT38,21561,2022-05-01,2022-05-01,2022-05-02,2.0,RT3,Eventica Travels,,Cancelled,1680,672
May012221561RT39,21561,2022-04-10,2022-05-01,2022-05-02,2.0,RT3,Others,,Cancelled,1680,672
May012221561RT310,21561,2022-04-28,2022-05-01,2022-05-06,2.0,RT3,Others,,Cancelled,1680,672
May012221561RT311,21561,2022-04-24,2022-05-01,2022-05-03,3.0,RT3,Others,,Cancelled,1848,739
May012221561RT312,21561,2022-04-29,2022-05-01,2022-05-04,1.0,RT3,Others,4.0,Checked Out,1680,1680
May012221561RT313,21561,2022-04-26,2022-05-01,2022-05-02,3.0,RT3,Others,4.0,Checked Out,1848,1848
May012221561RT314,21561,2022-04-30,2022-05-01,2022-05-02,2.0,RT3,Others,5.0,Checked Out,1680,1680
May012221561RT315,21561,2022-04-29,2022-05-01,2022-05-03,2.0,RT3,Direct Offline,,Cancelled,1680,672
May012221561RT316,21561,2022-04-26,2022-05-01,2022-05-02,2.0,RT3,Direct Offline,5.0,Checked Out,1680,1680
May012221561RT317,21561,2022-04-29,2022-05-01,2022-05-02,6.0,RT3,Bookkaru,,Cancelled,2352,941
May012221561RT318,21561,2022-04-25,2022-05-01,2022-05-02,3.0,RT3,Direct Online,,Cancelled,1848,739
May012221561RT319,21561,2022-04-28,2022-05-01,2022-05-02,2.0,RT3,Direct Online,5.0,Checked Out,1680,1680
May012221561RT320,21561,2022-04-10,2022-05-01,2022-05-06,2.0,RT3,DeBookkarus,3.0,Checked Out,1680,1680
May012221561RT321,21561,2022-05-01,2022-05-01,2022-05-02,2.0,RT3,Others,5.0,Checked Out,1680,1680
May012221561RT41,21561,2022-04-29,2022-05-01,2022-05-02,2.0,RT4,Eventica Travels,,Cancelled,2660,1064
May012221561RT42,21561,2022-04-27,2022-05-01,2022-05-02,3.0,RT4,Eventica Travels,,Cancelled,2926,1170
May012221561RT43,21561,2022-04-27,2022-05-01,2022-05-02,2.0,RT4,Others,3.0,Checked Out,2660,2660
May012221561RT44,21561,2022-04-29,2022-05-01,2022-05-07,1.0,RT4,DeBookkarus,,Checked Out,2660,2660
May012221561RT45,21561,2022-04-30,2022-05-01,2022-05-02,5.0,RT4,Others,,Cancelled,3458,1383
May012221561RT46,21561,2022-04-27,2022-05-01,2022-05-05,2.0,RT4,Others,,Checked Out,2660,2660
May012221561RT47,21561,2022-04-10,2022-05-01,2022-05-06,4.0,RT4,Others,,Cancelled,3192,1277
May012221561RT48,21561,2022-04-29,2022-05-01,2022-05-07,2.0,RT4,Others,,Checked Out,2660,2660
May012221561RT49,21561,2022-05-01,2022-05-01,2022-05-03,2.0,RT4,DeBookkarus,5.0,Checked Out,2660,2660
May012221562RT11,21562,2022-04-24,2022-05-01,2022-05-05,2.0,RT1,Eventica Travels,,Cancelled,910,364
May012221562RT12,21562,2022-04-27,2022-05-01,2022-05-02,2.0,RT1,Others,3.0,Checked Out,910,910
May012221562RT13,21562,2022-04-26,2022-05-01,2022-05-06,2.0,RT1,Bookings_Com,3.0,Checked Out,910,910
May012221562RT14,21562,2022-04-28,2022-05-01,2022-05-05,3.0,RT1,DeBookkarus,,Checked Out,1001,1001
May012221562RT15,21562,2022-04-29,2022-05-01,2022-05-02,3.0,RT1,Bookkaru,,Checked Out,1001,1001
May012221562RT16,21562,2022-04-27,2022-05-01,2022-05-06,2.0,RT1,DeBookkarus,,No Show,910,910
May012221562RT17,21562,2022-04-27,2022-05-01,2022-05-07,2.0,RT1,DeBookkarus,,Checked Out,910,910
May012221562RT18,21562,2022-04-27,2022-05-01,2022-05-05,2.0,RT1,Others,,Cancelled,910,364
May012221562RT19,21562,2022-04-11,2022-05-01,2022-05-03,2.0,RT1,Direct Offline,3.0,Checked Out,910,910
May012221562RT110,21562,2022-04-28,2022-05-01,2022-05-02,2.0,RT1,Direct Online,3.0,Checked Out,910,910
May012221562RT111,21562,2022-04-28,2022-05-01,2022-05-03,2.0,RT1,Bookings_Com,,Cancelled,910,364
May012221562RT112,21562,2022-04-29,2022-05-01,2022-05-03,2.0,RT1,DeBookkarus,,Cancelled,910,364
May012221562RT113,21562,2022-04-29,2022-05-01,2022-05-04,2.0,RT1,Others,5.0,Checked Out,910,910
May012221562RT114,21562,2022-04-10,2022-05-01,2022-05-04,3.0,RT1,DeBookkarus,,Cancelled,1001,400
May012221562RT115,21562,2022-04-29,2022-05-01,2022-05-02,4.0,RT1,Eventica Travels,2.0,Checked Out,1092,1092
May012221562RT116,21562,2022-04-30,2022-05-01,2022-05-02,2.0,RT1,Others,3.0,Checked Out,910,910
May012221562RT117,21562,2022-04-28,2022-05-01,2022-05-02,2.0,RT1,Others,,Checked Out,910,910
May012221562RT118,21562,2022-05-01,2022-05-01,2022-05-06,3.0,RT1,Eventica Travels,,Cancelled,1001,400
May012221562RT119,21562,2022-04-26,2022-05-01,2022-05-04,3.0,RT1,Others,3.0,Checked Out,1001,1001
May012221562RT120,21562,2022-04-29,2022-05-01,2022-05-06,3.0,RT1,Others,1.0,Checked Out,1001,1001
May012221562RT21,21562,2022-05-01,2022-05-01,2022-05-02,4.0,RT2,Eventica Travels,,Cancelled,1512,605
May012221562RT22,21562,2022-04-28,2022-05-01,2022-05-04,2.0,RT2,Direct Offline,3.0,Checked Out,1260000,1260
May012221562RT23,21562,2022-04-26,2022-05-01,2022-05-02,2.0,RT2,Eventica Travels,,Cancelled,1260,504
May012221562RT24,21562,2022-04-26,2022-05-01,2022-05-04,2.0,RT2,Bookings_Com,,Cancelled,1260,504
May012221562RT25,21562,2022-04-28,2022-05-01,2022-05-04,1.0,RT2,Others,2.0,Checked Out,1260,1260
May012221562RT26,21562,2022-04-26,2022-05-01,2022-05-02,2.0,RT2,Others,4.0,Checked Out,1260,1260
May012221562RT27,21562,2022-04-26,2022-05-01,2022-05-02,2.0,RT2,Others,,Cancelled,1260,504
May012221562RT28,21562,2022-04-27,2022-05-01,2022-05-03,1.0,RT2,Bookkaru,,Cancelled,1260,504
May012221562RT29,21562,2022-04-29,2022-05-01,2022-05-04,2.0,RT2,Others,,Checked Out,1260,1260
May012221562RT210,21562,2022-05-01,2022-05-01,2022-05-02,2.0,RT2,Others,3.0,Checked Out,1260,1260
May012221562RT211,21562,2022-04-25,2022-05-01,2022-05-03,3.0,RT2,Bookings_Com,,Checked Out,1386,1386
May012221562RT212,21562,2022-04-10,2022-05-01,2022-05-07,3.0,RT2,DeBookkarus,3.0,Checked Out,1386,1386
May012221562RT213,21562,2022-04-26,2022-05-01,2022-05-02,2.0,RT2,DeBookkarus,3.0,Checked Out,1260,1260
May012221562RT214,21562,2022-04-28,2022-05-01,2022-05-02,2.0,RT2,Direct Offline,3.0,Checked Out,1260,1260
May012221562RT215,21562,2022-04-25,2022-05-01,2022-05-02,2.0,RT2,Direct Offline,,Cancelled,1260,504
May012221562RT216,21562,2022-04-29,2022-05-01,2022-05-02,4.0,RT2,Others,3.0,Checked Out,1512,1512
May012221562RT217,21562,2022-04-24,2022-05-01,2022-05-03,2.0,RT2,Others,5.0,Checked Out,1260,1260
May012221562RT218,21562,2022-04-28,2022-05-01,2022-05-07,2.0,RT2,Others,,Checked Out,1260,1260
May012221562RT219,21562,2022-04-27,2022-05-01,2022-05-02,3.0,RT2,Others,,Cancelled,1386,554
May012221562RT220,21562,2022-04-28,2022-05-01,2022-05-02,3.0,RT2,Others,,Cancelled,1386,554
May012221562RT221,21562,2022-04-28,2022-05-01,2022-05-02,2.0,RT2,DeBookkarus,,Cancelled,1260,504
May012221562RT222,21562,2022-04-26,2022-05-01,2022-05-07,2.0,RT2,Others,,Cancelled,1260,504
May012221562RT223,21562,2022-04-25,2022-05-01,2022-05-02,2.0,RT2,Others,,Checked Out,1260,1260
May012221562RT224,21562,2022-04-27,2022-05-01,2022-05-02,4.0,RT2,Others,4.0,Checked Out,1512,1512
May012221562RT225,21562,2022-04-10,2022-05-01,2022-05-07,2.0,RT2,Others,,Cancelled,1260,504
May012221562RT226,21562,2022-04-27,2022-05-01,2022-05-03,1.0,RT2,Others,3.0,Checked Out,1260,1260
May012221562RT227,21562,2022-04-26,2022-05-01,2022-05-07,2.0,RT2,Others,,Checked Out,1260,1260
May012221562RT228,21562,2022-04-27,2022-05-01,2022-05-02,2.0,RT2,Others,,Checked Out,1260,1260
May012221562RT229,21562,2022-04-25,2022-05-01,2022-05-04,3.0,RT2,DeBookkarus,3.0,Checked Out,1386,1386
May012221562RT230,21562,2022-04-29,2022-05-01,2022-05-07,2.0,RT2,Eventica Travels,,Checked Out,1260,1260
May012221562RT31,21562,2022-04-29,2022-05-01,2022-05-02,2.0,RT3,Eventica Travels,3.0,Checked Out,1680,1680
May012221562RT32,21562,2022-04-10,2022-05-01,2022-05-02,2.0,RT3,Others,3.0,Checked Out,1680,1680
May012221562RT33,21562,2022-04-28,2022-05-01,2022-05-02,2.0,RT3,Bookings_Com,,Cancelled,1680,672
May012221562RT34,21562,2022-04-10,2022-05-01,2022-05-02,2.0,RT3,Bookings_Com,,Cancelled,1680,672
May012221562RT35,21562,2022-04-29,2022-05-01,2022-05-06,1.0,RT3,Others,,No Show,1680,1680
May012221562RT36,21562,2022-04-26,2022-05-01,2022-05-03,2.0,RT3,Others,,Cancelled,1680,672
May012221562RT37,21562,2022-04-27,2022-05-01,2022-05-02,2.0,RT3,DeBookkarus,,Cancelled,1680,672
May012221562RT38,21562,2022-04-29,2022-05-01,2022-05-03,1.0,RT3,Others,,Checked Out,1680,1680
May012221562RT39,21562,2022-04-29,2022-05-01,2022-05-03,2.0,RT3,Direct Online,2.0,Checked Out,1680,1680
May012221562RT310,21562,2022-04-27,2022-05-01,2022-05-03,2.0,RT3,DeBookkarus,3.0,Checked Out,1680,1680
May012221562RT311,21562,2022-04-28,2022-05-01,2022-05-02,2.0,RT3,Others,,Checked Out,1680,1680
May012221562RT312,21562,2022-04-25,2022-05-01,2022-05-02,2.0,RT3,Others,,Cancelled,1680,672
May012221562RT313,21562,2022-04-24,2022-05-01,2022-05-02,4.0,RT3,Direct Online,,Checked Out,2016,2016
May012221562RT314,21562,2022-04-29,2022-05-01,2022-05-05,1.0,RT3,DeBookkarus,,Cancelled,1680,672
May012221562RT41,21562,2022-04-29,2022-05-01,2022-05-07,2.0,RT4,Direct Online,,Checked Out,2660,2660
May012221562RT42,21562,2022-04-26,2022-05-01,2022-05-02,2.0,RT4,Others,,Checked Out,2660,2660
May012221562RT43,21562,2022-04-29,2022-05-01,2022-05-07,4.0,RT4,Others,,Cancelled,3192,1277
May012221562RT44,21562,2022-04-29,2022-05-01,2022-05-07,1.0,RT4,Direct Online,,Checked Out,2660,2660
May012221563RT11,21563,2022-04-30,2022-05-01,2022-05-02,1.0,RT1,Others,,Cancelled,910,364
May012221563RT12,21563,2022-04-27,2022-05-01,2022-05-02,2.0,RT1,Eventica Travels,3.0,Checked Out,910,910
May012221563RT13,21563,2022-04-30,2022-05-01,2022-05-03,3.0,RT1,Others,4.0,Checked Out,1001,1001
May012221563RT14,21563,2022-04-28,2022-05-01,2022-05-02,1.0,RT1,DeBookkarus,5.0,Checked Out,910,910
May012221563RT15,21563,2022-04-30,2022-05-01,2022-05-02,1.0,RT1,Others,,Checked Out,910,910
May012221563RT16,21563,2022-04-28,2022-05-01,2022-05-02,1.0,RT1,Direct Offline,,Cancelled,910,364
May012221563RT17,21563,2022-05-01,2022-05-01,2022-05-03,1.0,RT1,Others,4.0,Checked Out,910,910
May012221563RT18,21563,2022-04-28,2022-05-01,2022-05-03,1.0,RT1,DeBookkarus,5.0,Checked Out,910,910
May012221563RT19,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT1,Direct Online,,Cancelled,910,364
May012221563RT110,21563,2022-04-25,2022-05-01,2022-05-02,1.0,RT1,Bookings_Com,,Cancelled,910,364
May012221563RT111,21563,2022-05-01,2022-05-01,2022-05-05,2.0,RT1,Others,,Checked Out,910,910
May012221563RT112,21563,2022-05-01,2022-05-01,2022-05-02,3.0,RT1,Direct Online,,Checked Out,1001,1001
May012221563RT113,21563,2022-05-01,2022-05-01,2022-05-02,4.0,RT1,DeBookkarus,,Checked Out,1092,1092
May012221563RT114,21563,2022-05-01,2022-05-01,2022-05-02,4.0,RT1,DeBookkarus,5.0,Checked Out,1092,1092
May012221563RT115,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT1,Others,5.0,Checked Out,910,910
May012221563RT116,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT1,Bookings_Com,,No Show,910,910
May012221563RT117,21563,2022-04-26,2022-05-01,2022-05-05,1.0,RT1,Others,1.0,Checked Out,910,910
May012221563RT118,21563,2022-04-30,2022-05-01,2022-05-03,4.0,RT1,Direct Online,5.0,Checked Out,1092,1092
May012221563RT119,21563,2022-04-30,2022-05-01,2022-05-04,1.0,RT1,DeBookkarus,5.0,Checked Out,910,910
May012221563RT120,21563,2022-04-11,2022-05-01,2022-05-03,1.0,RT1,Bookkaru,,Cancelled,910,364
May012221563RT121,21563,2022-05-01,2022-05-01,2022-05-03,1.0,RT1,Others,,Checked Out,910,910
May012221563RT122,21563,2022-04-28,2022-05-01,2022-05-03,1.0,RT1,Bookings_Com,5.0,Checked Out,910,910
May012221563RT123,21563,2022-04-25,2022-05-01,2022-05-03,1.0,RT1,Others,,Checked Out,910,910
May012221563RT124,21563,2022-04-07,2022-05-01,2022-05-04,2.0,RT1,Others,,Checked Out,910,910
May012221563RT125,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT1,Others,4.0,Checked Out,910,910
May012221563RT126,21563,2022-05-01,2022-05-01,2022-05-05,1.0,RT1,Others,4.0,Checked Out,910,910
May012221563RT127,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT1,Others,,Checked Out,910,910
May012221563RT128,21563,2022-04-29,2022-05-01,2022-05-05,1.0,RT1,Others,1.0,Checked Out,910,910
May012221563RT129,21563,2022-04-30,2022-05-01,2022-05-04,1.0,RT1,Direct Offline,,Cancelled,910,364
May012221563RT130,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT1,Eventica Travels,4.0,Checked Out,910,910
May012221563RT131,21563,2022-04-30,2022-05-01,2022-05-06,4.0,RT1,Others,,Checked Out,1092,1092
May012221563RT132,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT1,Others,5.0,Checked Out,910,910
May012221563RT133,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT1,DeBookkarus,,Cancelled,910,364
May012221563RT134,21563,2022-04-30,2022-05-01,2022-05-03,1.0,RT1,Bookings_Com,5.0,Checked Out,910,910
May012221563RT135,21563,2022-05-01,2022-05-01,2022-05-02,2.0,RT1,Others,,Checked Out,910,910
May012221563RT136,21563,2022-04-28,2022-05-01,2022-05-04,1.0,RT1,Eventica Travels,5.0,Checked Out,910,910
May012221563RT21,21563,2022-04-28,2022-05-01,2022-05-07,1.0,RT2,DeBookkarus,,Checked Out,1260,1260
May012221563RT22,21563,2022-04-27,2022-05-01,2022-05-02,1.0,RT2,Others,,Checked Out,1260,1260
May012221563RT23,21563,2022-04-30,2022-05-01,2022-05-02,2.0,RT2,Others,,Cancelled,1260,504
May012221563RT24,21563,2022-04-30,2022-05-01,2022-05-05,1.0,RT2,Bookings_Com,5.0,Checked Out,1260,1260
May012221563RT25,21563,2022-04-29,2022-05-01,2022-05-04,4.0,RT2,DeBookkarus,5.0,Checked Out,1512,1512
May012221563RT26,21563,2022-04-30,2022-05-01,2022-05-02,1.0,RT2,Eventica Travels,1.0,Checked Out,1260,1260
May012221563RT27,21563,2022-04-30,2022-05-01,2022-05-02,1.0,RT2,Others,,Checked Out,1260,1260
May012221563RT28,21563,2022-04-30,2022-05-01,2022-05-03,1.0,RT2,Others,5.0,Checked Out,1260,1260
May012221563RT29,21563,2022-04-28,2022-05-01,2022-05-03,2.0,RT2,Others,5.0,Checked Out,1260,1260
May012221563RT210,21563,2022-05-01,2022-05-01,2022-05-03,2.0,RT2,Direct Online,,Cancelled,1260,504
May012221563RT211,21563,2022-04-30,2022-05-01,2022-05-02,1.0,RT2,Bookings_Com,5.0,Checked Out,1260,1260
May012221563RT212,21563,2022-04-30,2022-05-01,2022-05-07,1.0,RT2,Others,,Checked Out,1260,1260
May012221563RT213,21563,2022-04-28,2022-05-01,2022-05-04,1.0,RT2,Others,,Cancelled,1260,504
May012221563RT214,21563,2022-04-30,2022-05-01,2022-05-02,4.0,RT2,Others,,Cancelled,1512,605
May012221563RT215,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT2,Direct Offline,,Checked Out,1260,1260
May012221563RT216,21563,2022-05-01,2022-05-01,2022-05-03,4.0,RT2,Direct Online,,Cancelled,1512,605
May012221563RT217,21563,2022-04-30,2022-05-01,2022-05-02,1.0,RT2,DeBookkarus,,Checked Out,1260,1260
May012221563RT218,21563,2022-04-29,2022-05-01,2022-05-02,1.0,RT2,Bookkaru,4.0,Checked Out,1260,1260
May012221563RT219,21563,2022-05-01,2022-05-01,2022-05-02,2.0,RT2,Others,,Checked Out,1260,1260
May012221563RT220,21563,2022-05-01,2022-05-01,2022-05-03,1.0,RT2,Direct Online,5.0,Checked Out,1260,1260
May012221563RT221,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT2,Others,5.0,Checked Out,1260,1260
May012221563RT222,21563,2022-05-01,2022-05-01,2022-05-02,3.0,RT2,Others,,Cancelled,1386,554
May012221563RT223,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT2,DeBookkarus,,Checked Out,1260,1260
May012221563RT224,21563,2022-04-28,2022-05-01,2022-05-02,1.0,RT2,Others,2.0,Checked Out,1260,1260
May012221563RT225,21563,2022-04-30,2022-05-01,2022-05-02,1.0,RT2,Eventica Travels,,No Show,1260,1260
May012221563RT226,21563,2022-04-26,2022-05-01,2022-05-02,2.0,RT2,Bookkaru,,Cancelled,1260,504
May012221563RT227,21563,2022-04-30,2022-05-01,2022-05-02,2.0,RT2,Others,,Cancelled,1260,504
May012221563RT228,21563,2022-04-25,2022-05-01,2022-05-03,1.0,RT2,Others,4.0,Checked Out,1260,1260
May012221563RT229,21563,2022-04-30,2022-05-01,2022-05-05,1.0,RT2,Bookkaru,,Checked Out,1260,1260
May012221563RT230,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT2,DeBookkarus,5.0,Checked Out,1260,1260
May012221563RT231,21563,2022-04-30,2022-05-01,2022-05-02,1.0,RT2,DeBookkarus,,Checked Out,1260,1260
May012221563RT232,21563,2022-05-01,2022-05-01,2022-05-02,4.0,RT2,Direct Offline,,Checked Out,1512,1512
May012221563RT233,21563,2022-04-30,2022-05-01,2022-05-02,1.0,RT2,Others,5.0,Checked Out,1260,1260
May012221563RT234,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT2,Others,,Checked Out,1260,1260
May012221563RT235,21563,2022-04-28,2022-05-01,2022-05-07,4.0,RT2,Others,5.0,Checked Out,1512,1512
May012221563RT236,21563,2022-04-30,2022-05-01,2022-05-05,1.0,RT2,Others,,Cancelled,1260,504
May012221563RT237,21563,2022-04-30,2022-05-01,2022-05-02,1.0,RT2,Bookings_Com,5.0,Checked Out,1260,1260
May012221563RT31,21563,2022-04-28,2022-05-01,2022-05-02,1.0,RT3,Others,5.0,Checked Out,1680,1680
May012221563RT32,21563,2022-05-01,2022-05-01,2022-05-02,5.0,RT3,Direct Offline,5.0,Checked Out,2184,2184
May012221563RT33,21563,2022-04-30,2022-05-01,2022-05-02,1.0,RT3,Direct Offline,5.0,Checked Out,1680,1680
May012221563RT34,21563,2022-04-30,2022-05-01,2022-05-02,1.0,RT3,DeBookkarus,4.0,Checked Out,1680,1680
May012221563RT35,21563,2022-04-30,2022-05-01,2022-05-05,2.0,RT3,DeBookkarus,,Checked Out,1680,1680
May012221563RT36,21563,2022-05-01,2022-05-01,2022-05-07,1.0,RT3,Direct Online,5.0,Checked Out,1680,1680
May012221563RT37,21563,2022-04-30,2022-05-01,2022-05-02,1.0,RT3,DeBookkarus,,Checked Out,1680,1680
May012221563RT38,21563,2022-04-28,2022-05-01,2022-05-02,1.0,RT3,Others,,Cancelled,1680,672
May012221563RT39,21563,2022-04-24,2022-05-01,2022-05-03,1.0,RT3,Others,,Cancelled,1680,672
May012221563RT310,21563,2022-04-27,2022-05-01,2022-05-03,4.0,RT3,Bookkaru,,Checked Out,2016,2016
May012221563RT311,21563,2022-04-27,2022-05-01,2022-05-02,1.0,RT3,Bookings_Com,,Checked Out,1680,1680
May012221563RT312,21563,2022-04-29,2022-05-01,2022-05-03,1.0,RT3,Direct Offline,4.0,Checked Out,1680,1680
May012221563RT313,21563,2022-05-01,2022-05-01,2022-05-03,4.0,RT3,Bookings_Com,,Checked Out,2016,2016
May012221563RT314,21563,2022-04-26,2022-05-01,2022-05-02,1.0,RT3,DeBookkarus,3.0,Checked Out,1680,1680
May012221563RT315,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT3,Direct Online,,Checked Out,1680,1680
May012221563RT316,21563,2022-05-01,2022-05-01,2022-05-02,4.0,RT3,DeBookkarus,5.0,Checked Out,2016,2016
May012221563RT317,21563,2022-04-07,2022-05-01,2022-05-02,4.0,RT3,Others,2.0,Checked Out,2016,2016
May012221563RT41,21563,2022-04-25,2022-05-01,2022-05-02,4.0,RT4,Direct Online,,Cancelled,3192,1277
May012221563RT42,21563,2022-04-28,2022-05-01,2022-05-02,2.0,RT4,Others,5.0,Checked Out,2660,2660
May012221563RT43,21563,2022-04-28,2022-05-01,2022-05-03,1.0,RT4,Others,,Checked Out,2660,2660
May012221563RT44,21563,2022-05-01,2022-05-01,2022-05-02,1.0,RT4,Bookings_Com,,Cancelled,2660,1064
May012221563RT45,21563,2022-05-01,2022-05-01,2022-05-02,5.0,RT4,Bookings_Com,5.0,Checked Out,3458,3458
